,CM1,MW1,PC1,PC3,PC4,AR1,AR3,AR4,AR5,AR6,Apache,Safe,Zxing,EQ,JDT,LC,ML,PDE
10,0.34073388837496144,0.3628526645768025,0.691588785046729,0.7223991507430998,0.8282291841179428,0.5714285714285714,0.7589285714285714,0.6884920634920635,0.65625,0.5767195767195767,0.7558139534883721,0.3957219251336898,0.5322840073529411,0.7164421360168804,0.8366393286286476,0.5799283154121864,0.7249994086898933,0.6104308390022676
11,0.3218201754385965,0.568465909090909,0.7426070246610441,0.6726052901900359,0.9017072720561093,0.4553571428571428,0.5092592592592593,0.7361111111111112,0.48611111111111105,0.36363636363636365,0.6449399656946827,0.6524064171122994,0.49016602809706256,0.6232790988735919,0.819447608921293,0.7003154574132492,0.7849295374676085,0.7039682539682541
12,0.3485394157663065,0.2679144385026738,0.685413977503227,0.6108689334495786,0.8251112155955007,0.2796610169491526,0.41379310344827586,0.5795454545454546,0.7,0.6685185185185185,0.6159574468085107,0.5055555555555555,0.5870833333333333,0.7804347826086956,0.7805236834363047,0.6413412953605879,0.731006785362176,0.6556896829229036
13,0.3842028985507246,0.6030172413793102,0.6533333333333333,0.6093096234309623,0.809859395263122,0.7035040431266846,0.7076923076923076,0.7395348837209302,0.4230769230769231,0.6029810298102981,0.622874149659864,0.65625,0.6342626559060895,0.6202073391476057,0.8256605628610054,0.5989742470536883,0.7123598476835202,0.6785931706237203
14,0.3982638888888889,0.28688063063063063,0.7326109391124871,0.7166118421052632,0.8706915259141379,0.48571428571428565,0.7142857142857143,0.8559782608695652,0.7666666666666667,0.6590909090909091,0.5663265306122449,0.8875,0.47105634706712873,0.7055900621118012,0.8102231546824337,0.5392583986833188,0.7310395856455791,0.6565551510949327
15,0.40764023210831724,0.3774703557312253,0.7632901215958195,0.7298076923076924,0.8658965258344141,0.796875,0.4814814814814815,0.7235772357723578,0.4230769230769231,0.3898809523809524,0.6993617021276596,0.5051020408163265,0.5370838117106773,0.7740661510613789,0.8252702463228778,0.7088555578385042,0.7510658720060716,0.699175172540438
16,0.6081597222222223,0.5449275362318841,0.6480730223123731,0.7047666722287113,0.8686754753464389,0.22486772486772486,0.46875,0.4728395061728395,0.6153846153846154,0.7086956521739131,0.7385106382978723,0.27222222222222225,0.6083829365079365,0.7174112607099143,0.8107238222391762,0.6487227414330218,0.7628387237762236,0.6577221228384018
17,0.4879110251450677,0.5933933933933934,0.6342450142450142,0.7572243627741553,0.8509249371318337,0.7844827586206896,0.587962962962963,0.6883116883116883,0.26666666666666666,0.69,0.701619778346121,0.3333333333333333,0.516599952907935,0.702960013848018,0.8154603680919471,0.6549354784648902,0.6983727423436,0.6817892320225136
18,0.42686025408348455,0.6327433628318584,0.7240061162079511,0.6952549614887277,0.8831944810947336,0.7964285714285714,0.6698717948717948,0.4305555555555556,0.2142857142857143,0.4593023255813954,0.6211734693877551,0.765625,0.594963336939536,0.750681417348084,0.8275403856175092,0.6312339989759345,0.7341507633587787,0.6631938769951518
19,0.28524844720496895,0.5268890401633765,0.6954484001802613,0.6388736915052704,0.8338270142180095,0.3526785714285714,0.3620689655172414,0.489010989010989,0.2857142857142857,0.5,0.7178996598639457,0.3388888888888889,0.5929176755447941,0.7400568181818181,0.8227529855436831,0.5963480963480963,0.7435364727608496,0.7173766724123779
20,0.48247466216216217,0.33974358974358976,0.689576883384933,0.6688590943587149,0.8695036861506055,0.9303571428571429,0.5357142857142857,0.7261904761904762,0.8384615384615385,0.675609756097561,0.705531914893617,0.38461538461538464,0.48088286409454295,0.6851612903225807,0.7765198511166251,0.6147247360482655,0.7348594610257897,0.7273287444768404
21,0.39823133071308253,0.5293367346938775,0.6167219374937192,0.7685774946921443,0.866287179100539,0.2723214285714286,0.34259259259259256,0.6472222222222223,0.6,0.11111111111111113,0.6930946291560103,0.7660818713450293,0.5190656565656566,0.7472113118617438,0.8484418931583881,0.6843386243386244,0.7219708173124322,0.6919561511785104
22,0.43918918918918914,0.4722222222222222,0.5817582417582418,0.6861086893344958,0.8387194008037997,0.30892857142857144,0.46774193548387094,0.7124735729386892,0.0615384615384615,0.04255319148936171,0.6575255102040817,0.7719298245614035,0.6255270655270656,0.736481221754714,0.8273800950597724,0.6081536388140161,0.7398196027735339,0.6348552706723978
23,0.36833239752947783,0.6676163342830009,0.7135461195022323,0.7220013947001395,0.8655491309934402,0.7410714285714285,0.3125,0.41792929292929293,0.7666666666666666,0.5023310023310024,0.5827659574468085,0.7846153846153846,0.5016800206771775,0.7496732026143791,0.8152261306532663,0.653272204243078,0.7645464590239123,0.6777905131370129
24,0.37326549491211836,0.558868501529052,0.6299096441084271,0.769998194293969,0.8320734927122138,0.3,0.3563218390804597,0.7728395061728395,0.3125,0.5145348837209303,0.6871783876500858,0.65625,0.4886189409128435,0.7448979591836735,0.8191949848251157,0.70242656449553,0.7414508836826962,0.6541910501644975
25,0.398391812865497,0.32193732193732194,0.7422222222222222,0.6576775271512114,0.7905006484199031,0.2745535714285714,0.15384615384615385,0.5303030303030303,0.5982142857142857,0.6744186046511628,0.6386735572782085,0.4111111111111111,0.5808005930318756,0.6734337827121333,0.8232400339270568,0.6398736398736399,0.7484813895781638,0.6737388453833546
26,0.383021582733813,0.4365203761755486,0.7331580996884735,0.74157952669235,0.8375263342696629,0.6398305084745763,0.5862068965517242,0.5084566596194503,0.4769230769230769,0.578042328042328,0.80306905370844,0.6611111111111112,0.6602112676056338,0.749202806122449,0.7739843600991799,0.6998463901689708,0.7318791284629793,0.6891119667522307
27,0.5195406929895245,0.4505681818181818,0.7321447635315469,0.6860154338415207,0.8807584269662921,0.7628032345013477,0.7384615384615385,0.7563131313131313,0.4,0.7215909090909092,0.6897872340425533,0.6875,0.5388489208633094,0.734020618556701,0.8326498063340169,0.6020784770784771,0.7195429896096369,0.674681712962963
28,0.48896499238964997,0.45056065239551474,0.5210242587601078,0.6242392209622654,0.8101067224507162,0.2741228070175439,0.8392857142857142,0.7364130434782609,0.6923076923076923,0.4365853658536585,0.7628644939965694,0.8771929824561404,0.5662224318905531,0.7088025376685171,0.8401445366176397,0.6578427957738302,0.7638210456596431,0.7026885819989267
29,0.5376199040767387,0.5422602089268757,0.7682869277961303,0.5503441802252815,0.8289167101373675,0.4436363636363636,0.5277777777777778,0.5731707317073171,0.8444444444444446,0.7333333333333333,0.6920940170940171,0.7179487179487181,0.49697306646898937,0.6854272959183673,0.8018043684710352,0.5952088452088452,0.7614364586414275,0.6893092621664051
30,0.43640287769784175,0.45108695652173914,0.7408975856697819,0.6809707854950552,0.8724648985959439,0.6410714285714285,0.5892857142857143,0.3680555555555556,0.08888888888888886,0.5085365853658537,0.7233589087809036,0.4947916666666667,0.5166015625,0.6619055348157766,0.8589223057644111,0.700448028673835,0.7222732374247527,0.7067434912505336
31,0.41015310233682517,0.36576576576576575,0.5847122878189388,0.74066091954023,0.8659798295948531,0.4910714285714286,0.35185185185185186,0.7125,0.4,0.7022222222222223,0.7736170212765958,0.4393939393939394,0.6279693486590039,0.5937108886107635,0.7966644204851752,0.6053402433528617,0.7849762161730023,0.6719739770587229
32,0.414212548015365,0.43691222570532917,0.653115015974441,0.6635216551096966,0.8474317939338515,0.3850574712643678,0.16666666666666669,0.5931818181818183,0.5892857142857143,0.12012987012987014,0.6942538593481989,0.8479532163742689,0.5614375910636231,0.6358695652173912,0.8105873821609862,0.6983102918586789,0.7539128660340781,0.6824322357119982
33,0.4274475524475525,0.30568181818181817,0.6314199395770392,0.47054597701149425,0.7948176301709513,0.6496913580246915,0.43666666666666665,0.21744186046511627,0.01785714285714285,0.5119047619047619,0.5621794871794872,0.6153846153846154,0.5781774580335731,0.6814217541550107,0.8418335536324413,0.6211149961149961,0.7246672262861255,0.6898030109876768
34,0.49292196007259526,0.4789855072463768,0.48999574286930614,0.5250455641131165,0.8484393648956562,0.3835978835978836,0.7903225806451613,0.5395061728395062,0.39285714285714285,0.48110465116279066,0.7407804459691252,0.7111111111111111,0.6352136752136752,0.6403181301736731,0.8444450099241692,0.5548367834394904,0.7170085877862596,0.6955715619581165
35,0.4591614906832298,0.4042042042042042,0.6171386718750002,0.5130597656115751,0.680320455941574,0.3232758620689655,0.5625,0.42640692640692635,0.75,0.46179401993355484,0.6741452991452992,0.36458333333333337,0.4618764538640476,0.7388923654568211,0.7704178537511871,0.6515575079872205,0.7423715347119328,0.7323877068557918
36,0.4848958333333333,0.3576248313090419,0.7197686645636173,0.7074504990126488,0.8608659633461825,0.5554245283018868,0.7931034482758621,0.790273556231003,0.75,0.5370370370370371,0.6972437553832903,0.7017543859649122,0.5487774294670846,0.7414750198255353,0.8000757575757576,0.6516915044055259,0.7085422068568137,0.6452679973088137
37,0.3705673758865248,0.3801020408163266,0.5910091743119267,0.7126464070908515,0.8424917793204239,0.0847457627118644,0.5576923076923077,0.40769230769230763,0.8571428571428572,0.4769647696476965,0.690180102915952,0.7076923076923078,0.6493347338935573,0.6253188775510204,0.8121041183641275,0.5821198156682027,0.7735986786018755,0.7070011243606189
38,0.6501831501831501,0.6855600539811066,0.7676609848484848,0.6637751810165603,0.8371288970041251,0.4736842105263158,0.7419354838709677,0.7875,0.6333333333333333,0.5053191489361701,0.705456095481671,0.7222222222222222,0.5882102962603205,0.6875,0.7874269689179715,0.5909967845659164,0.7547776817439739,0.6703942782677214
39,0.5001676727028839,0.31058673469387754,0.7722663139329806,0.7244531784005467,0.822360248447205,0.14545454545454545,0.4434523809523809,0.3220930232558139,0.3846153846153846,0.6503496503496504,0.579059829059829,0.4479166666666667,0.6384892086330936,0.6857463524130192,0.790915215588723,0.7037319947621126,0.7154518329070758,0.6854068555265574
40,0.4535472972972973,0.3593582887700535,0.8048351648351648,0.6316631871955463,0.8602080123266564,0.7751322751322751,0.5961538461538461,0.6304347826086957,0.5769230769230769,0.6463414634146342,0.71875,0.4974358974358974,0.564453355348508,0.7497194163860831,0.8413414349146998,0.6067383096137089,0.7441331575477917,0.7198815009874917
41,0.37099943851768663,0.4327586206896552,0.45777524460910046,0.6876601817334577,0.8685112713865261,0.2931034482758621,0.603448275862069,0.7926829268292683,0.15555555555555556,0.7333333333333334,0.6763829787234042,0.5102040816326531,0.5262540153199902,0.7408459595959596,0.800969112769486,0.7157386480378055,0.7584037154253824,0.6623035908750194
42,0.560763888888889,0.6684576485461441,0.6196189131968948,0.726520544523542,0.8332110436147704,0.5932203389830508,0.7586206896551724,0.24312896405919665,0.6875,0.3633720930232558,0.622874149659864,0.8333333333333333,0.483,0.7298136645962733,0.8071048310861237,0.6381033182503771,0.7394521725226847,0.6938417226717872
43,0.3870083816892328,0.3356024506466984,0.6883731410545291,0.7076913199794556,0.8379326557922528,0.4097035040431267,0.7615384615384616,0.553030303030303,0.2916666666666667,0.4119601328903654,0.7117021276595745,0.4444444444444445,0.5325550067355187,0.6988645713345399,0.823603538107355,0.7296296296296296,0.7577594123048668,0.6876504652222004
44,0.4088929219600726,0.26991150442477874,0.7387912087912089,0.7454857349223547,0.8862364343730803,0.8833333333333334,0.8303571428571429,0.5706521739130435,0.5076923076923077,0.4418604651162791,0.7735849056603774,0.7916666666666666,0.4869642857142857,0.7608064516129032,0.8207057723767236,0.6183560848097589,0.6793797716370517,0.686839712843663
45,0.41102484472049683,0.4717494894486045,0.6888952218105823,0.5211695906432748,0.8581142175123874,0.6322115384615385,0.6388888888888888,0.7428861788617885,0.3,0.5249169435215947,0.650516795865633,0.6277777777777778,0.5792369772560528,0.5863315003927732,0.7853959369817579,0.7273474419560305,0.715977622090487,0.6400073542930685
46,0.5274725274725275,0.45128205128205123,0.7479556074766356,0.5373149259703881,0.8558384989110404,0.050000000000000044,0.5185185185185186,0.45454545454545453,0.6538461538461539,0.46220930232558144,0.652127659574468,0.517948717948718,0.39393939393939387,0.6529411764705882,0.8344728127336823,0.5618143459915612,0.7366697275788184,0.7249185715543297
47,0.4471830985915493,0.46195358877495946,0.8187786911497811,0.7382151581868083,0.86578073089701,0.33653846153846156,0.23809523809523808,0.6488372093023256,0.23333333333333334,0.4219269102990033,0.6698554421768707,0.7777777777777779,0.5709194583036351,0.589527816736793,0.8244471856725144,0.6477208246642709,0.723682895630971,0.7182057650334913
48,0.32450090744101634,0.45905797101449275,0.6359848484848485,0.768580375782881,0.8838844931358626,0.6842105263157895,0.7366071428571428,0.43703703703703706,0.6153846153846154,0.4593023255813954,0.535042735042735,0.6111111111111112,0.5840046777546779,0.670483870967742,0.8148384957847873,0.6663762222867654,0.7067196029776674,0.6837299311926606
49,0.5518633540372672,0.3831831831831831,0.6184413580246914,0.6811218546132339,0.8455425648520277,0.6254545454545455,0.26851851851851855,0.4653679653679653,0.2777777777777778,0.5149501661129567,0.6895368782161235,0.5416666666666666,0.5123604465709729,0.7527101335428124,0.7816581632653061,0.5942058763098418,0.7627877106452938,0.6800462962962964
50,0.5101190476190476,0.5564263322884013,0.5951129283489096,0.5731148696264975,0.8687836811457919,0.5964912280701755,0.8275862068965517,0.8660714285714285,0.4615384615384615,0.7383720930232558,0.7408510638297873,0.7219251336898396,0.5743910845588236,0.6742268041237114,0.7998862696443341,0.6719409282700421,0.7243782183584547,0.6776603498542273
51,0.5762452107279693,0.42386363636363633,0.6396925376321128,0.6714956195244054,0.8653590198621255,0.5672727272727273,0.3730769230769231,0.48611111111111116,0.8444444444444444,0.4451827242524917,0.6188350340136055,0.8770053475935828,0.578544061302682,0.6868622448979591,0.7775773195876288,0.6303196519765463,0.7606651780467739,0.7038180752846532
52,0.46462868117797695,0.5273504273504274,0.5574866310160428,0.5796918261706995,0.808301510874979,0.4971264367816092,0.43103448275862066,0.3611111111111111,0.4285714285714286,0.3492063492063492,0.6014150943396226,0.5918367346938775,0.48828364617838305,0.7693992490613266,0.8334225900681596,0.7096774193548386,0.7083154780124478,0.6841063174114022
53,0.511013986013986,0.3850512682137075,0.5402849002849002,0.7732330827067669,0.8398672087731731,0.6805555555555556,0.9500000000000001,0.65,0.6607142857142857,0.6590909090909091,0.6205128205128205,0.7375,0.5513779995248277,0.7222853432884271,0.7967419290948702,0.572066822066822,0.739841907502898,0.7000904509626567
54,0.3894345238095238,0.5487179487179488,0.595058400718778,0.737105033096041,0.7972352634324466,0.6590909090909091,0.59375,0.4045454545454546,0.39285714285714285,0.6090909090909091,0.7079059829059828,0.5816326530612245,0.5000613421666054,0.7153053132434577,0.8220207880106357,0.5376917219623627,0.7506842147629398,0.6856861997124328
55,0.4454022988505747,0.4255261737722611,0.5868334119867862,0.5908769902413972,0.8712593958303787,0.4035087719298246,0.6666666666666666,0.3081395348837209,0.8660714285714285,0.40760869565217395,0.7453111679454391,0.55,0.5083155143739605,0.8094706632653061,0.838192383470085,0.6460829493087556,0.7164278911426778,0.6728080078271995
56,0.4758322663252241,0.42023809523809524,0.6190340909090909,0.6958783513405362,0.8960671944542913,0.1696969696969697,0.42857142857142855,0.3456659619450318,0.33928571428571425,0.544973544973545,0.5837606837606838,0.835897435897436,0.468414647638013,0.6328703703703704,0.7761674718196457,0.6799265043638034,0.7470870319355167,0.685416484700265
57,0.6896853146853147,0.3673245614035087,0.5451388888888887,0.719651958862382,0.850039745627981,0.7631578947368421,0.4444444444444445,0.2373737373737374,0.4642857142857143,0.5700757575757576,0.8241687979539641,0.22222222222222224,0.5469387755102041,0.7896407685881369,0.8344515306122449,0.6608467917939763,0.7076837750329775,0.7134705275298975
58,0.4431941923774955,0.43868520859671306,0.6340464027245637,0.7436222005842259,0.8506240249609984,0.701058201058201,0.8076923076923077,0.5852272727272727,0.625,0.37037037037037035,0.7422480620155039,0.7135416666666666,0.5851002201367166,0.6761889303684467,0.8072446833372283,0.6949820788530465,0.6889045370726863,0.6102159514665777
59,0.6559006211180123,0.5677331518039482,0.664794921875,0.5014678161985106,0.8095809424447922,0.0431034482758621,0.4224137931034483,0.10232558139534881,0.08333333333333331,0.27272727272727276,0.5540308747855918,0.7444444444444445,0.5431186868686868,0.6708385481852316,0.8426357794361525,0.6720369535826948,0.778515656443693,0.7400306748466257
60,0.5211455211455212,0.7280564263322885,0.6779267437784788,0.7133224421807931,0.8539915966386555,0.425287356321839,0.467741935483871,0.3974630021141649,0.13333333333333333,0.5132275132275133,0.5782051282051283,0.45918367346938777,0.5273492286115008,0.6808712121212122,0.829105473965287,0.67602554010321,0.7617396218660091,0.6435257410296412
61,0.23323272971160297,0.39829545454545456,0.5363302752293577,0.7341989987484356,0.8818134171907756,0.7469135802469136,0.19047619047619047,0.428030303030303,0.7307692307692308,0.5,0.576086956521739,0.6000000000000001,0.6002122877122877,0.7059483726150393,0.7828282828282829,0.5988819007686932,0.6989330024813896,0.7062604251151545
62,0.5310124049619848,0.35833333333333334,0.6139505451713396,0.6474196689386563,0.8352873637569131,0.7428571428571429,0.48214285714285715,0.6727272727272728,0.8222222222222222,0.4675324675324676,0.5617521367521368,0.6577540106951871,0.5792253521126761,0.678461288751826,0.7734232231935594,0.6857391493527684,0.7727406275708074,0.6829222114032241
63,0.39594202898550723,0.3567567567567567,0.6203693818725312,0.7198479651432279,0.8340716486902927,0.07142857142857142,0.3194444444444444,0.7558139534883721,0.3076923076923077,0.6458333333333334,0.675618073316283,0.8021390374331551,0.5312949640287771,0.7352941176470588,0.8181862553689964,0.6561290322580645,0.7189578251714719,0.7155272401908802
64,0.34322916666666664,0.4188405797101449,0.6410984848484849,0.7171514394480133,0.853836398224477,0.7757575757575759,0.38518518518518524,0.4904862579281184,0.06666666666666665,0.4204545454545454,0.7713414634146342,0.6203208556149733,0.6029570861882437,0.5978535353535352,0.8096884151903595,0.6451500043733053,0.7331562424535136,0.6673758032806127
65,0.6331399097356545,0.3198198198198198,0.5343915343915344,0.5350365952832745,0.8645525485638386,0.7046783625730995,0.4761904761904761,0.5126262626262627,0.7692307692307693,0.46428571428571425,0.7335497835497835,0.7540106951871658,0.5225181598062953,0.6320346320346321,0.8329145728643215,0.5825762869788027,0.7426898214756125,0.6473244524723414
66,0.48199279711884746,0.1177024482109228,0.6428571428571428,0.7128893000308357,0.8802404492059666,0.24999999999999997,0.6696428571428571,0.708641975308642,0.5416666666666667,0.6883116883116883,0.5956632653061225,0.7967914438502675,0.5573097163393659,0.6556122448979592,0.8212231085327533,0.6888933121019108,0.7616670663948515,0.7077720353582422
67,0.3984057971014493,0.32355967078189296,0.7416149068322981,0.5651162790697674,0.8412468220718301,0.5906432748538011,0.4537037037037037,0.7597402597402597,0.9375,0.39434523809523814,0.704468085106383,0.8021390374331552,0.5902411021814007,0.7232355273592388,0.8221063919994014,0.661841054313099,0.7486429956126927,0.7225274725274724
68,0.6029129321382842,0.24710144927536232,0.40718778077268647,0.7301880974406414,0.8084379181887229,0.3464912280701754,0.3448275862068966,0.6521739130434783,0.49107142857142855,0.6613372093023255,0.608704974271012,0.4111111111111111,0.4648518711018711,0.5439120188531029,0.7811692506459949,0.550109474522293,0.6973734754633631,0.6657134727557263
69,0.48269230769230764,0.5435435435435435,0.7016281264747521,0.6979671491299398,0.8478943416831616,0.5636363636363637,0.36538461538461536,0.1930894308943089,0.42857142857142855,0.1212624584717608,0.7848290598290598,0.7395833333333333,0.5557644110275689,0.667741935483871,0.8163576995997472,0.74810303514377,0.7799658994032396,0.6032124013634028
70,0.329337899543379,0.3805309734513274,0.6890553803014371,0.6926400987722066,0.877295065183264,0.3220338983050847,0.7471264367816092,0.7595108695652175,0.09375,0.6347826086956522,0.6425831202046035,0.7447916666666666,0.5442633228840125,0.7101335428122546,0.7433333333333335,0.6222662141779789,0.7188412761226374,0.6838375466224617
71,0.5764388489208633,0.35432266848196053,0.742079510703364,0.6615407276476654,0.8766411081775108,0.7574123989218329,0.6076923076923076,0.47662601626016254,0.5902777777777777,0.49,0.7136752136752137,0.5555555555555556,0.4956232492997199,0.7882258064516129,0.8294185598767808,0.683068783068783,0.7274877899877901,0.6978802289030386
72,0.44283121597096187,0.5455465587044535,0.6577275935074101,0.6497373310269717,0.8369922962855799,0.8245614035087719,0.5862068965517241,0.5740740740740742,0.125,0.6890243902439024,0.6454081632653061,0.7219251336898396,0.5715230195937011,0.630580357142857,0.8251940719830627,0.7019230769230769,0.7479049590850834,0.6766637089618456
73,0.40729813664596276,0.4579081632653062,0.6381703470031547,0.6859981226533166,0.9171814210634086,0.4,0.6153846153846154,0.5086580086580086,0.609375,0.46444444444444444,0.7638180272108843,0.8502673796791445,0.5372276029055689,0.6739095955590801,0.8041751291873409,0.6799245671181211,0.7366239599287991,0.7241399904443383
74,0.4458874458874459,0.3402173913043478,0.7183754379494744,0.6898699891657638,0.8392515246064387,0.4803571428571428,,,,,,,,,,,,
75,0.39503688799463443,0.5969969969969972,0.6763532763532765,0.5621052631578948,0.8655972874282734,0.44642857142857145,,,,,,,,,,,,
